student_id,student_country,date_registered,has_purchased,has_onboarded
285951,EG,2022-08-15,NO,NO
285953,EG,2022-08-15,NO,YES
285954,EG,2022-08-15,NO,YES
285955,EG,2022-08-15,NO,YES
285958,EG,2022-08-15,NO,YES
285959,EG,2022-08-15,NO,NO
285960,EG,2022-08-15,NO,NO
285961,EG,2022-08-15,NO,NO
285963,EG,2022-08-15,NO,YES
285971,EG,2022-08-15,NO,NO
285972,EG,2022-08-15,NO,YES
285974,EG,2022-08-15,NO,NO
285976,EG,2022-08-15,NO,NO
285978,EG,2022-08-15,NO,YES
285979,EG,2022-08-15,NO,NO
285982,EG,2022-08-15,NO,YES
285984,EG,2022-08-15,NO,NO
285986,EG,2022-08-15,NO,NO
285988,EG,2022-08-15,NO,YES
285989,EG,2022-08-15,NO,YES
285991,EG,2022-08-15,NO,NO
285992,EG,2022-08-15,NO,NO
285993,EG,2022-08-15,NO,NO
285994,EG,2022-08-15,NO,YES
285995,EG,2022-08-15,NO,YES
285998,EG,2022-08-15,NO,YES
286006,EG,2022-08-15,NO,YES
286012,EG,2022-08-15,NO,YES
286013,EG,2022-08-15,NO,YES
286014,EG,2022-08-15,NO,YES
286015,EG,2022-08-15,NO,YES
286016,EG,2022-08-15,NO,NO
286018,EG,2022-08-15,NO,NO
286019,EG,2022-08-15,NO,YES
286021,EG,2022-08-15,NO,NO
286023,EG,2022-08-15,NO,NO
286026,EG,2022-08-15,NO,NO
286029,EG,2022-08-15,NO,YES
286032,EG,2022-08-15,NO,YES
286033,EG,2022-08-15,NO,NO
286034,EG,2022-08-15,NO,YES
286035,EG,2022-08-15,NO,NO
286036,EG,2022-08-15,NO,NO
286037,EG,2022-08-15,NO,NO
286040,EG,2022-08-15,NO,YES
286042,EG,2022-08-15,NO,YES
286052,EG,2022-08-15,NO,NO
286056,EG,2022-08-15,NO,YES
286058,EG,2022-08-15,NO,YES
286065,EG,2022-08-15,NO,NO
286070,EG,2022-08-15,NO,YES
286076,EG,2022-08-15,NO,NO
286081,EG,2022-08-15,NO,YES
286083,EG,2022-08-15,NO,NO
286086,EG,2022-08-15,NO,YES
286089,EG,2022-08-15,NO,NO
286090,EG,2022-08-15,NO,YES
286091,EG,2022-08-15,NO,NO
286095,EG,2022-08-15,NO,NO
286096,EG,2022-08-15,NO,NO
286101,EG,2022-08-15,NO,YES
286103,EG,2022-08-15,NO,NO
286105,EG,2022-08-15,NO,YES
286108,EG,2022-08-15,NO,NO
286109,EG,2022-08-15,NO,NO
286110,EG,2022-08-15,NO,YES
286111,EG,2022-08-15,NO,YES
286114,EG,2022-08-15,NO,YES
286115,EG,2022-08-15,NO,YES
286116,EG,2022-08-15,NO,NO
286120,EG,2022-08-15,NO,YES
286123,EG,2022-08-15,NO,NO
286125,EG,2022-08-15,NO,YES
286128,EG,2022-08-15,NO,YES
286129,EG,2022-08-15,NO,YES
286135,EG,2022-08-15,NO,YES
286139,EG,2022-08-15,NO,YES
286142,EG,2022-08-15,NO,YES
286147,EG,2022-08-15,NO,YES
286148,EG,2022-08-15,NO,YES
286157,EG,2022-08-15,NO,YES
286168,EG,2022-08-15,NO,YES
286170,EG,2022-08-15,NO,YES
286172,EG,2022-08-15,NO,YES
286173,EG,2022-08-15,NO,YES
286174,EG,2022-08-15,NO,YES
286176,EG,2022-08-15,NO,NO
286177,EG,2022-08-15,NO,NO
286178,EG,2022-08-15,NO,YES
286180,EG,2022-08-15,NO,NO
286181,EG,2022-08-15,NO,NO
286182,EG,2022-08-15,NO,YES
286183,EG,2022-08-15,NO,YES
286188,EG,2022-08-15,NO,YES
286189,EG,2022-08-15,NO,NO
286191,EG,2022-08-15,NO,YES
286192,EG,2022-08-15,NO,YES
286193,EG,2022-08-15,NO,NO
286195,EG,2022-08-15,NO,NO
286196,EG,2022-08-15,NO,NO
286198,EG,2022-08-15,NO,NO
286200,EG,2022-08-15,NO,YES
286202,EG,2022-08-15,NO,YES
286218,EG,2022-08-15,NO,YES
286219,EG,2022-08-15,NO,YES
286226,EG,2022-08-16,NO,YES
286231,EG,2022-08-16,NO,NO
286233,EG,2022-08-16,NO,NO
286237,EG,2022-08-16,NO,YES
286240,EG,2022-08-16,NO,YES
286241,EG,2022-08-16,NO,NO
286242,EG,2022-08-16,NO,NO
286244,EG,2022-08-16,NO,NO
286246,EG,2022-08-16,NO,YES
286251,EG,2022-08-16,NO,YES
286253,EG,2022-08-16,NO,YES
286255,EG,2022-08-16,NO,YES
286265,EG,2022-08-16,NO,YES
286270,EG,2022-08-16,NO,NO
286271,EG,2022-08-16,NO,YES
286279,EG,2022-08-16,NO,YES
286283,EG,2022-08-16,NO,NO
286289,EG,2022-08-16,NO,YES
286292,EG,2022-08-16,NO,YES
286295,EG,2022-08-16,NO,NO
286310,EG,2022-08-16,NO,YES
286311,EG,2022-08-16,NO,NO
286334,EG,2022-08-16,NO,YES
286339,EG,2022-08-16,NO,YES
286350,EG,2022-08-16,NO,NO
286354,EG,2022-08-16,NO,NO
286360,EG,2022-08-16,NO,NO
286367,EG,2022-08-16,NO,YES
286373,EG,2022-08-16,NO,NO
286375,EG,2022-08-16,NO,YES
286388,EG,2022-08-16,NO,NO
286394,EG,2022-08-16,NO,NO
286395,EG,2022-08-16,NO,YES
286396,EG,2022-08-16,NO,YES
286397,EG,2022-08-16,NO,YES
286425,EG,2022-08-16,NO,NO
286426,EG,2022-08-16,NO,YES
286432,EG,2022-08-16,NO,YES
286441,EG,2022-08-16,NO,YES
286459,EG,2022-08-16,NO,YES
286469,EG,2022-08-16,NO,NO
286471,EG,2022-08-16,NO,NO
286480,EG,2022-08-16,NO,YES
286487,EG,2022-08-16,NO,YES
286488,EG,2022-08-16,NO,YES
286500,EG,2022-08-16,NO,YES
286513,EG,2022-08-16,NO,NO
286528,EG,2022-08-16,NO,YES
286537,EG,2022-08-16,NO,NO
286540,EG,2022-08-16,NO,YES
286541,EG,2022-08-16,NO,NO
286545,EG,2022-08-16,NO,YES
286556,EG,2022-08-16,NO,NO
286558,EG,2022-08-16,NO,YES
286566,EG,2022-08-16,NO,YES
286567,EG,2022-08-16,NO,YES
286575,EG,2022-08-16,NO,NO
286584,EG,2022-08-16,NO,YES
286587,EG,2022-08-16,NO,NO
286588,EG,2022-08-16,NO,YES
286590,EG,2022-08-16,NO,YES
286593,EG,2022-08-16,NO,NO
286604,EG,2022-08-16,NO,YES
286620,EG,2022-08-16,NO,NO
286625,EG,2022-08-16,NO,NO
286627,EG,2022-08-16,NO,NO
286634,EG,2022-08-16,NO,NO
286637,EG,2022-08-16,NO,NO
286638,EG,2022-08-16,NO,YES
286639,EG,2022-08-16,NO,NO
286641,EG,2022-08-16,NO,NO
286645,EG,2022-08-16,NO,YES
286647,EG,2022-08-16,NO,NO
286652,EG,2022-08-16,NO,NO
286658,EG,2022-08-16,NO,YES
286659,EG,2022-08-16,NO,NO
286662,EG,2022-08-16,NO,NO
286668,EG,2022-08-16,NO,NO
286670,EG,2022-08-16,NO,YES
286673,EG,2022-08-16,NO,NO
286677,EG,2022-08-16,NO,NO
286685,EG,2022-08-16,NO,YES
286686,EG,2022-08-16,NO,YES
286687,EG,2022-08-16,NO,YES
286692,EG,2022-08-16,NO,NO
286694,EG,2022-08-16,NO,NO
286697,EG,2022-08-16,NO,NO
286698,EG,2022-08-16,NO,NO
286699,EG,2022-08-16,NO,YES
286700,EG,2022-08-16,NO,NO
286705,EG,2022-08-17,NO,NO
286711,EG,2022-08-17,NO,NO
286712,EG,2022-08-17,NO,YES
286722,EG,2022-08-17,NO,YES
286740,EG,2022-08-17,NO,NO
286755,EG,2022-08-17,NO,YES
286760,EG,2022-08-17,NO,YES
286765,EG,2022-08-17,NO,YES
286768,EG,2022-08-17,NO,YES
286780,EG,2022-08-17,NO,NO
286782,EG,2022-08-17,NO,YES
286785,EG,2022-08-17,NO,YES
286787,EG,2022-08-17,NO,YES
286793,EG,2022-08-17,NO,YES
286800,EG,2022-08-17,NO,NO
286803,EG,2022-08-17,NO,YES
286804,EG,2022-08-17,NO,YES
286813,EG,2022-08-17,NO,NO
286816,EG,2022-08-17,NO,YES
286820,EG,2022-08-17,NO,YES
286828,EG,2022-08-17,NO,YES
286841,EG,2022-08-17,NO,YES
286843,EG,2022-08-17,NO,NO
286844,EG,2022-08-17,NO,NO
286845,EG,2022-08-17,NO,NO
286847,EG,2022-08-17,NO,NO
286849,EG,2022-08-17,NO,YES
286850,EG,2022-08-17,NO,YES
286855,EG,2022-08-17,NO,YES
286857,EG,2022-08-17,NO,YES
286866,EG,2022-08-17,NO,NO
286878,EG,2022-08-17,NO,YES
286886,EG,2022-08-17,NO,YES
286896,EG,2022-08-17,NO,NO
286902,EG,2022-08-17,NO,YES
286906,EG,2022-08-17,NO,YES
286908,EG,2022-08-17,NO,YES
286918,EG,2022-08-17,NO,YES
286919,EG,2022-08-17,NO,YES
286920,EG,2022-08-17,NO,YES
286921,EG,2022-08-17,NO,NO
286922,EG,2022-08-17,NO,YES
286924,EG,2022-08-17,NO,YES
286932,EG,2022-08-17,NO,YES
286940,EG,2022-08-17,NO,NO
286943,EG,2022-08-17,NO,NO
286945,EG,2022-08-17,NO,YES
286946,EG,2022-08-17,NO,YES
286955,EG,2022-08-17,NO,NO
286958,EG,2022-08-17,NO,YES
286963,EG,2022-08-17,NO,YES
286969,EG,2022-08-17,NO,YES
286972,EG,2022-08-17,NO,NO
286975,EG,2022-08-17,NO,NO
286981,EG,2022-08-18,NO,YES
286993,EG,2022-08-18,NO,YES
287001,EG,2022-08-18,NO,YES
287012,EG,2022-08-18,NO,NO
287014,EG,2022-08-18,NO,NO
287026,EG,2022-08-18,NO,NO
287036,EG,2022-08-18,NO,YES
287037,EG,2022-08-18,NO,NO
287040,EG,2022-08-18,NO,NO
287047,EG,2022-08-18,NO,YES
287059,EG,2022-08-18,NO,NO
287060,EG,2022-08-18,NO,YES
287067,EG,2022-08-18,NO,YES
287083,EG,2022-08-18,NO,YES
287087,EG,2022-08-18,NO,NO
287117,EG,2022-08-18,NO,NO
287120,EG,2022-08-18,NO,YES
287149,EG,2022-08-18,NO,YES
287157,EG,2022-08-18,NO,YES
287167,EG,2022-08-18,NO,YES
287170,EG,2022-08-18,NO,YES
287173,EG,2022-08-18,NO,YES
287174,EG,2022-08-18,NO,YES
287181,EG,2022-08-18,NO,NO
287182,EG,2022-08-18,NO,YES
287198,EG,2022-08-19,NO,NO
287213,EG,2022-08-19,NO,NO
287232,EG,2022-08-19,NO,NO
287239,EG,2022-08-19,NO,NO
287244,EG,2022-08-19,NO,YES
287264,EG,2022-08-19,NO,NO
287272,EG,2022-08-19,NO,NO
287276,EG,2022-08-19,NO,NO
287277,EG,2022-08-19,NO,NO
287279,EG,2022-08-19,NO,YES
287280,EG,2022-08-19,NO,NO
287289,EG,2022-08-19,NO,NO
287293,EG,2022-08-19,NO,NO
287297,EG,2022-08-19,NO,NO
287300,EG,2022-08-19,NO,YES
287303,EG,2022-08-19,NO,NO
287304,EG,2022-08-19,NO,NO
287306,EG,2022-08-19,NO,YES
287326,EG,2022-08-20,NO,NO
287344,EG,2022-08-20,NO,YES
287348,EG,2022-08-20,NO,YES
287349,EG,2022-08-20,NO,YES
287350,EG,2022-08-20,NO,YES
287368,EG,2022-08-20,NO,NO
287378,EG,2022-08-20,NO,YES
287394,EG,2022-08-20,NO,NO
287408,EG,2022-08-20,NO,NO
287415,EG,2022-08-20,NO,NO
287419,EG,2022-08-20,NO,YES
287422,EG,2022-08-20,NO,NO
287426,EG,2022-08-20,NO,YES
287428,EG,2022-08-20,NO,NO
287437,EG,2022-08-20,NO,YES
287440,EG,2022-08-20,NO,YES
287442,EG,2022-08-20,NO,NO
287450,EG,2022-08-21,NO,YES
287451,EG,2022-08-21,NO,NO
287452,EG,2022-08-21,NO,NO
287454,EG,2022-08-21,NO,YES
287455,EG,2022-08-21,NO,NO
287472,EG,2022-08-21,NO,NO
287473,EG,2022-08-21,YES,YES
287475,EG,2022-08-21,NO,YES
287476,EG,2022-08-21,NO,YES
287480,EG,2022-08-21,NO,YES
287485,EG,2022-08-21,NO,YES
287486,EG,2022-08-21,NO,YES
287488,EG,2022-08-21,NO,YES
287493,EG,2022-08-21,NO,NO
287498,EG,2022-08-21,NO,NO
287505,EG,2022-08-21,NO,NO
287510,EG,2022-08-21,NO,YES
287519,EG,2022-08-21,NO,YES
287543,EG,2022-08-22,NO,YES
287547,EG,2022-08-22,NO,YES
287586,EG,2022-08-22,NO,NO
287588,EG,2022-08-22,NO,NO
287596,EG,2022-08-22,NO,NO
287616,EG,2022-08-22,NO,YES
287646,EG,2022-08-22,NO,YES
287673,EG,2022-08-23,NO,NO
287685,EG,2022-08-23,NO,NO
287696,EG,2022-08-23,NO,NO
287743,EG,2022-08-23,NO,NO
287777,EG,2022-08-23,NO,NO
287778,EG,2022-08-23,NO,YES
287787,EG,2022-08-23,NO,YES
287789,EG,2022-08-23,NO,YES
287802,EG,2022-08-24,NO,YES
287808,EG,2022-08-24,NO,NO
287839,EG,2022-08-24,NO,NO
287877,EG,2022-08-24,NO,NO
287890,EG,2022-08-24,NO,YES
287920,EG,2022-08-24,NO,NO
287923,EG,2022-08-24,NO,NO
287925,EG,2022-08-24,NO,NO
287947,EG,2022-08-25,NO,NO
287958,EG,2022-08-25,NO,NO
287998,EG,2022-08-25,NO,NO
288015,EG,2022-08-25,NO,YES
288020,EG,2022-08-25,NO,YES
288036,EG,2022-08-25,NO,NO
288039,EG,2022-08-25,NO,NO
288072,EG,2022-08-25,NO,YES
288080,EG,2022-08-25,NO,NO
288085,EG,2022-08-25,NO,NO
288090,EG,2022-08-25,NO,NO
288119,EG,2022-08-26,NO,YES
288163,EG,2022-08-26,NO,NO
288170,EG,2022-08-26,NO,YES
288172,EG,2022-08-26,NO,YES
288204,EG,2022-08-26,NO,NO
288219,EG,2022-08-26,NO,NO
288254,EG,2022-08-27,NO,NO
288259,EG,2022-08-27,NO,NO
288264,EG,2022-08-27,NO,YES
288272,EG,2022-08-27,NO,NO
288279,EG,2022-08-27,NO,YES
288281,EG,2022-08-27,NO,NO
288304,EG,2022-08-27,NO,NO
288334,EG,2022-08-27,NO,YES
288337,EG,2022-08-27,NO,YES
288347,EG,2022-08-27,NO,YES
288364,EG,2022-08-27,NO,YES
288366,EG,2022-08-28,NO,NO
288368,EG,2022-08-28,NO,NO
288374,EG,2022-08-28,NO,YES
288391,EG,2022-08-28,NO,NO
288394,EG,2022-08-28,NO,NO
288398,EG,2022-08-28,NO,NO
288399,EG,2022-08-28,NO,YES
288401,EG,2022-08-28,NO,YES
288427,EG,2022-08-28,NO,NO
288434,EG,2022-08-28,NO,YES
288444,EG,2022-08-28,NO,YES
288449,EG,2022-08-28,NO,YES
288456,EG,2022-08-28,NO,YES
288458,EG,2022-08-28,NO,NO
288468,EG,2022-08-28,NO,YES
288469,EG,2022-08-28,NO,YES
288475,EG,2022-08-28,NO,NO
288478,EG,2022-08-28,NO,NO
288481,EG,2022-08-28,NO,YES
288508,EG,2022-08-29,NO,YES
288567,EG,2022-08-29,NO,NO
288570,EG,2022-08-29,NO,YES
288582,EG,2022-08-29,NO,NO
288583,EG,2022-08-29,NO,YES
288619,EG,2022-08-29,NO,NO
288647,EG,2022-08-30,NO,YES
288683,EG,2022-08-30,NO,NO
288685,EG,2022-08-30,NO,YES
288694,EG,2022-08-30,NO,YES
288704,EG,2022-08-30,NO,NO
288708,EG,2022-08-30,NO,YES
288732,EG,2022-08-30,NO,NO
288739,EG,2022-08-30,NO,NO
288747,EG,2022-08-30,NO,YES
288764,EG,2022-08-30,NO,NO
288794,EG,2022-08-30,NO,NO
288837,EG,2022-08-31,NO,YES
288865,EG,2022-08-31,NO,YES
288902,EG,2022-08-31,NO,NO
288916,EG,2022-08-31,NO,NO
288933,EG,2022-08-31,NO,NO
288947,EG,2022-08-31,NO,NO
288951,EG,2022-08-31,NO,NO
288961,EG,2022-09-01,NO,YES
288976,EG,2022-09-01,NO,NO
288982,EG,2022-09-01,NO,NO
289029,EG,2022-09-01,NO,NO
289030,EG,2022-09-01,NO,NO
289037,EG,2022-09-01,NO,YES
289065,EG,2022-09-01,NO,NO
289068,EG,2022-09-01,NO,YES
289085,EG,2022-09-01,NO,NO
289093,EG,2022-09-01,NO,NO
289097,EG,2022-09-02,NO,NO
289105,EG,2022-09-02,NO,YES
289119,EG,2022-09-02,NO,NO
289148,EG,2022-09-02,NO,NO
289155,EG,2022-09-02,NO,YES
289168,EG,2022-09-02,NO,NO
289176,EG,2022-09-02,NO,NO
289204,EG,2022-09-02,NO,YES
289206,EG,2022-09-02,NO,YES
289220,EG,2022-09-02,NO,NO
289225,EG,2022-09-02,NO,NO
289228,EG,2022-09-02,NO,YES
289231,EG,2022-09-02,NO,NO
289248,EG,2022-09-03,NO,YES
289284,EG,2022-09-03,NO,NO
289287,EG,2022-09-03,NO,YES
289305,EG,2022-09-03,NO,NO
289313,EG,2022-09-03,NO,YES
289348,EG,2022-09-04,NO,NO
289351,EG,2022-09-04,NO,YES
289365,EG,2022-09-04,NO,NO
289374,EG,2022-09-04,NO,NO
289375,EG,2022-09-04,NO,NO
289381,EG,2022-09-04,NO,YES
289382,EG,2022-09-04,NO,NO
289390,EG,2022-09-04,NO,NO
289395,EG,2022-09-04,NO,YES
289406,EG,2022-09-04,NO,NO
289415,EG,2022-09-04,NO,YES
289417,EG,2022-09-04,NO,NO
289432,EG,2022-09-04,NO,YES
289434,EG,2022-09-04,NO,YES
289437,EG,2022-09-04,NO,NO
289459,EG,2022-09-05,NO,YES
289467,EG,2022-09-05,NO,NO
289476,EG,2022-09-05,NO,YES
289486,EG,2022-09-05,NO,NO
289515,EG,2022-09-05,NO,NO
289519,EG,2022-09-05,NO,YES
289529,EG,2022-09-05,NO,NO
289533,EG,2022-09-05,NO,YES
289551,EG,2022-09-05,NO,YES
289572,EG,2022-09-05,NO,NO
289576,EG,2022-09-05,NO,YES
289577,EG,2022-09-05,NO,YES
289611,EG,2022-09-06,NO,NO
289615,EG,2022-09-06,NO,YES
289630,EG,2022-09-06,YES,YES
289638,EG,2022-09-06,NO,YES
289645,EG,2022-09-06,NO,NO
289675,EG,2022-09-06,NO,YES
289704,EG,2022-09-06,NO,NO
289713,EG,2022-09-07,NO,NO
289716,EG,2022-09-07,NO,YES
289723,EG,2022-09-07,NO,YES
289733,EG,2022-09-07,NO,YES
289765,EG,2022-09-07,NO,YES
289773,EG,2022-09-07,NO,NO
289774,EG,2022-09-07,NO,YES
289779,EG,2022-09-07,NO,YES
289789,EG,2022-09-07,NO,NO
289816,EG,2022-09-07,NO,YES
289818,EG,2022-09-07,NO,YES
289820,EG,2022-09-07,NO,YES
289822,EG,2022-09-07,NO,YES
289860,EG,2022-09-08,NO,YES
289882,EG,2022-09-08,NO,YES
289890,EG,2022-09-08,NO,YES
289902,EG,2022-09-08,NO,YES
289904,EG,2022-09-08,NO,YES
289911,EG,2022-09-08,NO,YES
289921,EG,2022-09-08,NO,NO
289941,EG,2022-09-08,NO,NO
289955,EG,2022-09-08,NO,YES
289981,EG,2022-09-09,NO,NO
290037,EG,2022-09-09,NO,YES
290136,EG,2022-09-10,NO,NO
290144,EG,2022-09-10,NO,NO
290146,EG,2022-09-10,NO,YES
290151,EG,2022-09-10,NO,YES
290154,EG,2022-09-10,NO,NO
290190,EG,2022-09-11,NO,YES
290197,EG,2022-09-11,NO,YES
290221,EG,2022-09-11,NO,NO
290248,EG,2022-09-11,NO,YES
290259,EG,2022-09-11,NO,NO
290270,EG,2022-09-11,NO,YES
290272,EG,2022-09-11,NO,NO
290288,EG,2022-09-11,NO,NO
290304,EG,2022-09-11,NO,YES
290313,EG,2022-09-11,NO,YES
290352,EG,2022-09-12,NO,YES
290379,EG,2022-09-12,NO,NO
290425,EG,2022-09-12,NO,YES
290441,EG,2022-09-12,NO,YES
290446,EG,2022-09-13,NO,YES
290448,EG,2022-09-13,NO,NO
290464,EG,2022-09-13,NO,YES
290483,EG,2022-09-13,NO,NO
290499,EG,2022-09-13,NO,NO
290522,EG,2022-09-13,NO,NO
290526,EG,2022-09-13,NO,YES
290537,EG,2022-09-13,NO,NO
290568,EG,2022-09-13,NO,NO
290584,EG,2022-09-13,NO,NO
290609,EG,2022-09-13,NO,YES
290611,EG,2022-09-13,NO,NO
290621,EG,2022-09-14,NO,NO
290656,EG,2022-09-14,NO,NO
290657,EG,2022-09-14,NO,NO
290675,EG,2022-09-14,NO,YES
290711,EG,2022-09-14,NO,YES
290755,EG,2022-09-14,NO,NO
290791,EG,2022-09-15,NO,YES
290807,EG,2022-09-15,NO,YES
290813,EG,2022-09-15,NO,NO
290819,EG,2022-09-15,NO,YES
290822,EG,2022-09-15,NO,YES
290861,EG,2022-09-15,NO,NO
290873,EG,2022-09-15,NO,YES
290877,EG,2022-09-15,NO,YES
290884,EG,2022-09-15,NO,YES
290908,EG,2022-09-16,NO,YES
290931,EG,2022-09-16,NO,YES
290938,EG,2022-09-16,NO,YES
290950,EG,2022-09-16,NO,NO
290955,EG,2022-09-16,NO,NO
290961,EG,2022-09-16,NO,NO
290969,EG,2022-09-16,NO,NO
291007,EG,2022-09-16,NO,YES
291014,EG,2022-09-17,NO,NO
291074,EG,2022-09-17,NO,YES
291075,EG,2022-09-17,NO,YES
291076,EG,2022-09-17,NO,YES
291079,EG,2022-09-17,NO,YES
291083,EG,2022-09-17,NO,YES
291087,EG,2022-09-17,NO,YES
291091,EG,2022-09-17,NO,YES
291096,EG,2022-09-17,NO,NO
291162,EG,2022-09-18,NO,YES
291169,EG,2022-09-18,NO,YES
291173,EG,2022-09-18,NO,YES
291180,EG,2022-09-18,NO,YES
291190,EG,2022-09-18,NO,YES
291203,EG,2022-09-18,NO,NO
291211,EG,2022-09-18,NO,YES
291215,EG,2022-09-18,NO,NO
291222,EG,2022-09-18,NO,NO
291225,EG,2022-09-18,NO,YES
291283,EG,2022-09-19,NO,NO
291322,EG,2022-09-19,NO,YES
291325,EG,2022-09-19,NO,YES
291352,EG,2022-09-19,NO,YES
291358,EG,2022-09-19,NO,YES
291370,EG,2022-09-19,NO,YES
291371,EG,2022-09-19,NO,YES
291372,EG,2022-09-19,NO,YES
291375,EG,2022-09-19,NO,NO
291377,EG,2022-09-19,NO,YES
291413,EG,2022-09-20,NO,YES
291429,EG,2022-09-20,NO,NO
291433,EG,2022-09-20,NO,YES
291466,EG,2022-09-20,NO,NO
291480,EG,2022-09-20,NO,YES
291489,EG,2022-09-21,NO,NO
291491,EG,2022-09-21,NO,YES
291492,EG,2022-09-21,NO,YES
291540,EG,2022-09-21,NO,YES
291553,EG,2022-09-21,NO,NO
291562,EG,2022-09-21,NO,NO
291568,EG,2022-09-21,NO,YES
291582,EG,2022-09-21,NO,YES
291592,EG,2022-09-21,NO,YES
291605,EG,2022-09-22,NO,YES
291622,EG,2022-09-22,NO,YES
291696,EG,2022-09-22,NO,YES
291717,EG,2022-09-22,NO,YES
291726,EG,2022-09-22,NO,YES
291734,EG,2022-09-22,NO,YES
291755,EG,2022-09-22,NO,NO
291762,EG,2022-09-23,NO,YES
291796,EG,2022-09-23,NO,NO
291798,EG,2022-09-23,NO,YES
291821,EG,2022-09-23,NO,YES
291833,EG,2022-09-23,NO,YES
291834,EG,2022-09-23,NO,YES
291841,EG,2022-09-23,NO,YES
291866,EG,2022-09-23,NO,YES
291869,EG,2022-09-23,NO,YES
291870,EG,2022-09-23,NO,YES
291902,EG,2022-09-24,NO,NO
291920,EG,2022-09-24,NO,YES
291948,EG,2022-09-24,NO,YES
291951,EG,2022-09-24,NO,YES
291952,EG,2022-09-24,NO,YES
291969,EG,2022-09-24,NO,YES
291972,EG,2022-09-24,NO,YES
291979,EG,2022-09-25,NO,NO
291980,EG,2022-09-25,NO,YES
291987,EG,2022-09-25,NO,NO
292003,EG,2022-09-25,NO,YES
292005,EG,2022-09-25,NO,NO
292060,EG,2022-09-25,NO,NO
292087,EG,2022-09-26,NO,YES
292098,EG,2022-09-26,NO,YES
292116,EG,2022-09-26,NO,YES
292124,EG,2022-09-26,NO,YES
292146,EG,2022-09-26,NO,NO
292160,EG,2022-09-26,NO,YES
292162,EG,2022-09-27,NO,NO
292192,EG,2022-09-27,NO,YES
292210,EG,2022-09-27,NO,YES
292348,EG,2022-09-27,NO,YES
292425,EG,2022-09-28,NO,YES
292432,EG,2022-09-28,NO,NO
292443,EG,2022-09-28,NO,NO
292494,EG,2022-09-29,NO,NO
292512,EG,2022-09-29,NO,NO
292564,EG,2022-09-29,NO,NO
292587,EG,2022-09-29,NO,YES
292659,EG,2022-09-30,NO,YES
292700,EG,2022-09-30,NO,YES
292704,EG,2022-09-30,NO,NO
292724,EG,2022-09-30,NO,YES
292727,EG,2022-09-30,NO,YES
292737,EG,2022-09-30,NO,YES
292757,EG,2022-09-30,NO,YES
292799,EG,2022-10-01,NO,YES
292813,EG,2022-10-01,NO,YES
292869,EG,2022-10-01,NO,YES
292919,EG,2022-10-02,NO,NO
292946,EG,2022-10-02,NO,YES
292966,EG,2022-10-02,NO,YES
292983,EG,2022-10-02,NO,YES
293022,EG,2022-10-02,NO,YES
293030,EG,2022-10-03,NO,YES
293032,EG,2022-10-03,NO,YES
293041,EG,2022-10-03,NO,YES
293058,EG,2022-10-03,NO,YES
293068,EG,2022-10-03,NO,YES
293071,EG,2022-10-03,NO,YES
293088,EG,2022-10-03,NO,YES
293093,EG,2022-10-03,NO,NO
293096,EG,2022-10-03,NO,NO
293108,EG,2022-10-03,NO,YES
293117,EG,2022-10-03,NO,NO
293125,EG,2022-10-03,NO,YES
293135,EG,2022-10-03,NO,YES
293148,EG,2022-10-03,NO,NO
293154,EG,2022-10-03,NO,YES
293158,EG,2022-10-03,NO,NO
293159,EG,2022-10-03,NO,YES
293178,EG,2022-10-04,NO,YES
293182,EG,2022-10-04,NO,YES
293192,EG,2022-10-04,NO,YES
293209,EG,2022-10-04,NO,YES
293276,EG,2022-10-04,NO,YES
293279,EG,2022-10-04,NO,YES
293296,EG,2022-10-04,NO,YES
293336,EG,2022-10-05,NO,YES
293438,EG,2022-10-05,NO,NO
293468,EG,2022-10-05,NO,NO
293472,EG,2022-10-06,NO,NO
293484,EG,2022-10-06,NO,YES
293502,EG,2022-10-06,NO,YES
293511,EG,2022-10-06,NO,YES
293516,EG,2022-10-06,NO,YES
293523,EG,2022-10-06,NO,NO
293535,EG,2022-10-06,NO,NO
293539,EG,2022-10-06,YES,YES
293540,EG,2022-10-06,NO,YES
293604,EG,2022-10-06,NO,YES
293631,EG,2022-10-07,NO,NO
293655,EG,2022-10-07,NO,YES
293684,EG,2022-10-07,NO,YES
293712,EG,2022-10-07,NO,YES
293729,EG,2022-10-07,NO,YES
293730,EG,2022-10-07,NO,NO
293749,EG,2022-10-07,NO,YES
293752,EG,2022-10-07,NO,YES
293813,EG,2022-10-08,NO,YES
293823,EG,2022-10-08,NO,YES
293827,EG,2022-10-08,NO,YES
293833,EG,2022-10-08,NO,NO
293834,EG,2022-10-08,NO,YES
293850,EG,2022-10-08,NO,YES
293858,EG,2022-10-08,YES,YES
293891,EG,2022-10-09,NO,YES
293916,EG,2022-10-09,NO,YES
293925,EG,2022-10-09,NO,NO
293936,EG,2022-10-09,NO,YES
293946,EG,2022-10-09,NO,YES
293969,EG,2022-10-09,NO,NO
293971,EG,2022-10-09,NO,NO
293985,EG,2022-10-09,NO,NO
293993,EG,2022-10-09,NO,YES
294028,EG,2022-10-10,NO,YES
294082,EG,2022-10-10,NO,YES
294096,EG,2022-10-10,NO,YES
294105,EG,2022-10-10,NO,NO
294112,EG,2022-10-10,NO,YES
294136,EG,2022-10-10,NO,YES
294143,EG,2022-10-10,NO,YES
294167,EG,2022-10-10,NO,YES
