student_id,minutes_watched,date_watched
282560,49.7,2022-08-23
282560,71.2,2022-09-06
282560,46.2,2022-09-07
282560,37.1,2022-09-08
282560,41.7,2022-09-09
282560,5.0,2022-09-12
282560,25.0,2022-09-13
282560,14.7,2022-09-14
282560,15.6,2022-09-15
282610,30.7,2022-08-25
282610,63.3,2022-08-26
282610,73.1,2022-08-29
282610,87.0,2022-08-30
282610,1.3,2022-08-31
282610,26.3,2022-09-01
282610,23.4,2022-09-02
282610,49.1,2022-09-03
282610,22.9,2022-09-05
282610,18.1,2022-09-06
282610,15.3,2022-09-08
282610,37.1,2022-09-09
282610,43.2,2022-09-12
282610,20.3,2022-09-16
282610,28.5,2022-09-21
282610,0.1,2022-09-26
282610,0.1,2022-09-27
282610,18.6,2022-09-29
282610,24.0,2022-10-03
282610,10.6,2022-10-04
282610,39.8,2022-10-06
282610,55.6,2022-10-07
282610,29.1,2022-10-14
282935,1.1,2022-08-03
282935,33.5,2022-08-15
282935,10.6,2022-08-18
282935,63.5,2022-08-19
282935,3.9,2022-08-22
282935,7.3,2022-08-23
282935,30.0,2022-08-29
282935,11.4,2022-08-30
282935,48.7,2022-08-31
282935,17.7,2022-09-01
282935,7.3,2022-09-15
282935,44.7,2022-09-16
282935,13.0,2022-09-20
282935,13.0,2022-09-21
282935,33.8,2022-09-22
282935,82.2,2022-09-23
282935,121.2,2022-09-27
282935,4.7,2022-09-29
282935,47.7,2022-09-30
282935,83.8,2022-10-04
282935,39.2,2022-10-05
282935,23.9,2022-10-06
282935,8.9,2022-10-07
282935,1.9,2022-10-10
282935,42.6,2022-10-11
282935,19.1,2022-10-12
282935,31.0,2022-10-13
282935,19.7,2022-10-14
282935,0.6,2022-10-19
282935,4.0,2022-10-20
283435,115.5,2022-08-01
283435,177.4,2022-08-02
283435,5.1,2022-08-11
283435,2.4,2022-08-12
283435,0.2,2022-08-28
283608,56.5,2022-08-15
283608,0.5,2022-08-17
283859,2.8,2022-08-04
283859,0.2,2022-08-05
284203,1.5,2022-08-07
284387,50.4,2022-08-09
284387,25.9,2022-08-10
284387,139.3,2022-08-16
284387,28.5,2022-08-17
284396,0.1,2022-08-09
284652,17.3,2022-08-10
285133,1.2,2022-08-12
285328,12.0,2022-08-14
285351,2.5,2022-08-14
285477,4.5,2022-08-14
285477,0.6,2022-08-15
285865,16.2,2022-08-15
285865,0.1,2022-08-19
286579,10.3,2022-08-16
286602,27.5,2022-08-17
286636,3.0,2022-10-20
286894,2.2,2022-08-17
286929,3.7,2022-08-17
286929,5.2,2022-08-23
286991,0.1,2022-08-18
287099,18.3,2022-08-18
287165,0.7,2022-08-18
287601,1.1,2022-08-22
287959,0.8,2022-08-25
288638,6.5,2022-08-29
288638,6.9,2022-08-30
288785,0.4,2022-08-30
288882,9.2,2022-08-31
288882,18.7,2022-09-01
289317,30.2,2022-09-03
289426,0.5,2022-09-04
289710,15.6,2022-09-07
289710,1.4,2022-09-28
289828,9.8,2022-09-08
289828,4.6,2022-09-12
290059,0.9,2022-09-09
290985,0.1,2022-09-16
291171,0.6,2022-09-18
291221,3.3,2022-09-18
291345,3.0,2022-09-19
291589,0.1,2022-09-28
291759,0.2,2022-09-23
291924,3.2,2022-09-24
291924,18.8,2022-09-26
291924,1.1,2022-09-28
291924,1.4,2022-09-29
292036,0.4,2022-09-25
292068,4.4,2022-09-26
292122,0.2,2022-09-26
292167,12.9,2022-09-27
292568,13.2,2022-09-29
292568,30.7,2022-09-30
292568,6.0,2022-10-03
292576,2.5,2022-09-29
292576,21.8,2022-09-30
292576,50.6,2022-10-01
292576,72.8,2022-10-02
292576,66.8,2022-10-03
292576,1.7,2022-10-04
292576,3.5,2022-10-06
292576,89.6,2022-10-09
292601,0.4,2022-09-29
292601,0.2,2022-10-02
292601,34.9,2022-10-03
292601,36.3,2022-10-04
292601,42.1,2022-10-05
292601,49.8,2022-10-06
292945,0.1,2022-10-02
292968,0.5,2022-10-02
293555,0.4,2022-10-06
293868,1.2,2022-10-08
293879,2.4,2022-10-09
293879,21.5,2022-10-10
293879,66.6,2022-10-11
293879,19.0,2022-10-12
293879,28.0,2022-10-13
293879,11.9,2022-10-16
293879,26.4,2022-10-17
293879,1.6,2022-10-18
293879,11.9,2022-10-19
293879,66.3,2022-10-20
293970,20.9,2022-10-09
294019,9.7,2022-10-10
294114,1.3,2022-10-10
294164,39.7,2022-10-10
294181,26.8,2022-10-10
294181,14.3,2022-10-11
294490,11.8,2022-10-13
294536,41.3,2022-10-13
294874,1.4,2022-10-16
295052,0.4,2022-10-17
295082,2.1,2022-10-17
295243,0.2,2022-10-18
295257,0.2,2022-10-19
295310,1.7,2022-10-19
295310,14.9,2022-10-20
270462,1.2,2022-04-11
270462,20.1,2022-04-12
270462,9.7,2022-07-22
270462,26.7,2022-07-23
270462,0.1,2022-07-25
270462,11.1,2022-07-26
270633,3.5,2022-04-13
270633,5.0,2022-06-02
270633,127.1,2022-06-04
270633,291.1,2022-06-06
270633,170.7,2022-06-07
270633,1.8,2022-06-08
270633,33.8,2022-06-09
270633,23.8,2022-06-10
270633,28.5,2022-06-11
270633,6.9,2022-06-12
294406,20.2,2022-10-12
268488,33.9,2022-03-24
268488,10.5,2022-03-26
269374,0.6,2022-04-02
289368,17.3,2022-09-04
267952,73.2,2022-03-19
267952,12.2,2022-03-22
271681,4.5,2022-04-23
277024,132.1,2022-06-08
285776,1.4,2022-08-15
285776,35.0,2022-08-17
285776,30.2,2022-08-18
285776,8.1,2022-08-21
285776,6.3,2022-08-23
285776,14.9,2022-08-24
285776,26.9,2022-08-25
285776,17.3,2022-09-25
285776,10.2,2022-09-26
285776,4.3,2022-09-28
285776,35.3,2022-09-29
285776,20.9,2022-09-30
285776,42.3,2022-10-03
285776,68.4,2022-10-05
285776,60.6,2022-10-07
285776,24.7,2022-10-11
285776,13.0,2022-10-12
285776,6.3,2022-10-14
285776,12.7,2022-10-15
285776,60.9,2022-10-18
291308,0.5,2022-09-19
258830,0.9,2022-01-01
261462,0.7,2022-01-24
262488,6.6,2022-02-03
264437,0.4,2022-02-21
269341,0.1,2022-04-02
270491,4.1,2022-04-11
270491,4.7,2022-04-30
270551,0.8,2022-04-12
270870,0.2,2022-04-15
273785,0.1,2022-05-13
274611,30.1,2022-08-01
274611,0.7,2022-08-15
274611,7.6,2022-10-01
274611,8.5,2022-10-12
274611,3.3,2022-05-21
274611,6.3,2022-05-31
274611,0.1,2022-06-02
274611,6.2,2022-06-20
274611,0.1,2022-06-21
274611,31.7,2022-06-22
274611,26.2,2022-06-24
274611,11.6,2022-06-27
274611,32.0,2022-06-28
274611,33.9,2022-06-29
274611,0.8,2022-06-30
274611,29.6,2022-07-01
274611,15.1,2022-07-03
274611,32.8,2022-07-04
274611,22.5,2022-07-05
274611,5.6,2022-07-09
274611,49.4,2022-07-10
274611,24.4,2022-07-12
274611,2.2,2022-07-13
274611,28.0,2022-07-17
274611,28.5,2022-07-18
276904,3.5,2022-06-07
279685,0.4,2022-06-29
280331,4.2,2022-07-04
286660,5.9,2022-08-16
289202,0.1,2022-09-02
290145,7.3,2022-10-08
291551,31.9,2022-09-21
291551,23.0,2022-09-22
291551,30.6,2022-09-23
291551,38.2,2022-09-24
291551,30.7,2022-09-25
291551,34.4,2022-09-26
291551,36.0,2022-09-27
291551,11.2,2022-09-28
291551,25.1,2022-09-30
292655,0.1,2022-09-30
294932,68.5,2022-10-16
265552,43.9,2022-03-01
292477,2.1,2022-09-28
258800,2.7,2022-01-02
258800,46.8,2022-01-03
258800,4.3,2022-01-04
258800,61.6,2022-01-05
258800,45.1,2022-01-06
258800,31.7,2022-01-07
258800,34.7,2022-01-10
258800,7.1,2022-01-11
258800,13.1,2022-01-13
258800,21.3,2022-01-15
258800,9.4,2022-01-16
258800,5.2,2022-01-22
258800,30.6,2022-01-23
258800,4.0,2022-01-28
258800,0.5,2022-02-21
258800,1.1,2022-02-22
258800,6.9,2022-02-23
258800,34.2,2022-02-25
258800,32.6,2022-02-26
258800,23.0,2022-02-27
258800,2.1,2022-03-14
258800,0.1,2022-03-25
258800,46.1,2022-03-28
258800,12.9,2022-04-01
258800,7.6,2022-05-12
258800,0.7,2022-05-26
258800,44.0,2022-05-27
258800,1.5,2022-05-30
258800,0.3,2022-06-28
258865,67.5,2022-01-01
258865,32.6,2022-01-02
258865,10.1,2022-01-03
258865,41.8,2022-01-05
258865,33.0,2022-01-06
258865,4.0,2022-09-22
258865,34.2,2022-01-11
258865,23.7,2022-01-12
258865,12.6,2022-01-15
258865,20.2,2022-01-20
258865,9.7,2022-01-22
258865,25.7,2022-02-01
258865,3.3,2022-02-07
258865,0.1,2022-03-25
258871,2.2,2022-01-01
258878,110.0,2022-01-02
258878,23.7,2022-01-08
258916,14.3,2022-08-29
258916,82.2,2022-08-30
258916,4.9,2022-09-06
258916,35.3,2022-09-13
258916,61.8,2022-09-16
258916,47.4,2022-09-17
258916,66.4,2022-10-20
258916,26.5,2022-04-13
258916,67.7,2022-04-14
259041,0.2,2022-01-02
259047,1.7,2022-01-02
259047,25.5,2022-01-03
259056,0.5,2022-01-03
259137,6.0,2022-01-03
259174,113.8,2022-07-27
259174,73.8,2022-07-28
259174,64.4,2022-07-29
259174,101.9,2022-07-30
259174,54.1,2022-07-31
259174,53.7,2022-08-01
259174,43.4,2022-08-02
259174,20.5,2022-08-03
259174,110.7,2022-08-04
259174,14.8,2022-08-05
259174,86.1,2022-08-06
259174,52.6,2022-08-07
259174,67.0,2022-08-08
259174,142.2,2022-08-09
259174,73.0,2022-08-10
259174,37.9,2022-08-11
259174,13.7,2022-08-13
259174,73.0,2022-08-14
259174,26.1,2022-08-15
259174,43.5,2022-08-16
259174,18.8,2022-08-19
259174,1.3,2022-01-04
259174,10.0,2022-01-05
259174,88.2,2022-01-06
259174,115.7,2022-01-07
259174,26.9,2022-01-08
259174,51.9,2022-01-09
259174,43.0,2022-01-10
259174,132.5,2022-01-17
259174,73.3,2022-01-18
259174,44.4,2022-01-19
259174,34.5,2022-01-20
259174,1.1,2022-01-21
259174,64.7,2022-01-22
259174,150.8,2022-01-23
259174,13.9,2022-01-24
259174,61.1,2022-01-25
259174,37.9,2022-01-26
259174,24.3,2022-01-27
259174,61.5,2022-01-28
259174,45.4,2022-01-29
259174,116.7,2022-01-30
259174,67.7,2022-01-31
259174,0.6,2022-10-14
259174,12.7,2022-02-01
259174,29.1,2022-02-02
259174,60.4,2022-02-03
259174,9.9,2022-02-04
259174,119.9,2022-02-05
259174,53.4,2022-02-06
259174,91.6,2022-02-07
259174,67.4,2022-02-08
259174,11.1,2022-02-11
259174,32.9,2022-02-12
259174,65.3,2022-02-13
259174,77.3,2022-02-14
259174,68.1,2022-02-15
259174,13.4,2022-02-16
259174,79.3,2022-02-17
259174,20.4,2022-02-18
259174,10.3,2022-02-19
259174,0.1,2022-03-02
259174,0.4,2022-03-03
259174,0.1,2022-03-04
259174,3.1,2022-03-12
259174,34.9,2022-03-13
259174,56.9,2022-03-15
259174,26.1,2022-03-16
259174,23.4,2022-03-17
259174,77.3,2022-03-18
259174,91.4,2022-03-19
259174,14.6,2022-03-20
259174,54.0,2022-03-21
259174,38.3,2022-03-22
259174,17.8,2022-03-23
259174,63.2,2022-03-24
259174,75.9,2022-03-25
259174,60.3,2022-03-26
259174,42.7,2022-03-27
259174,15.7,2022-03-29
259174,59.8,2022-03-30
259174,66.4,2022-03-31
259174,56.5,2022-04-01
259174,19.8,2022-04-04
259174,26.8,2022-04-05
259174,160.6,2022-04-10
259174,17.9,2022-04-11
259174,58.5,2022-07-18
259174,139.3,2022-07-20
259174,77.0,2022-07-21
259174,73.6,2022-07-22
259174,39.1,2022-07-23
259174,20.4,2022-07-24
259174,94.2,2022-07-25
259174,41.6,2022-07-26
259196,3.2,2022-01-04
259210,18.9,2022-01-04
259210,24.7,2022-01-05
259300,2.7,2022-08-01
259300,25.0,2022-09-01
259300,12.0,2022-09-16
259300,69.3,2022-01-05
259300,7.8,2022-01-10
259300,0.6,2022-01-11
259300,13.2,2022-01-12
259300,7.4,2022-01-14
259300,20.9,2022-01-26
259300,24.0,2022-01-28
259300,7.1,2022-01-29
259300,20.2,2022-03-21
259300,35.0,2022-04-25
259300,0.2,2022-04-29
259300,18.3,2022-05-08
259300,10.0,2022-05-10
259300,6.4,2022-05-11
259300,12.7,2022-05-16
259300,27.1,2022-05-24
259300,55.9,2022-05-28
259300,14.8,2022-05-30
259300,18.2,2022-05-31
259300,10.8,2022-06-07
259300,20.9,2022-06-08
259300,29.8,2022-06-12
259426,11.1,2022-01-07
259426,7.9,2022-01-15
259426,9.4,2022-01-29
259442,3.9,2022-01-06
259486,4.2,2022-08-13
259486,6.6,2022-01-06
259486,3.9,2022-01-09
259486,0.2,2022-07-20
259486,31.2,2022-07-21
259506,52.1,2022-01-06
259506,17.7,2022-01-07
259506,132.6,2022-01-12
259506,16.0,2022-01-13
259506,0.3,2022-01-14
259506,19.0,2022-01-15
259506,26.7,2022-01-20
259506,0.2,2022-02-07
259506,81.4,2022-02-24
259506,34.9,2022-02-25
259506,79.6,2022-02-26
259506,29.4,2022-02-27
259506,88.8,2022-02-28
259506,3.7,2022-03-01
259506,9.7,2022-04-03
259545,3.2,2022-01-07
259545,19.0,2022-01-13
259623,8.0,2022-01-07
259724,7.4,2022-01-08
259724,0.4,2022-05-31
259750,30.5,2022-01-08
259756,18.7,2022-01-08
259756,14.3,2022-01-09
259756,28.7,2022-01-12
259756,14.1,2022-01-17
259756,46.4,2022-01-24
259756,33.5,2022-01-25
259756,7.6,2022-01-26
259756,18.6,2022-01-31
259756,22.6,2022-02-01
259787,1.2,2022-01-10
259787,8.4,2022-02-17
259873,0.6,2022-01-10
260211,43.5,2022-01-13
260211,42.2,2022-01-14
260211,18.2,2022-01-15
260211,72.7,2022-01-17
260211,93.5,2022-01-18
260211,34.8,2022-01-20
260211,41.7,2022-01-21
260211,6.9,2022-01-23
260211,73.2,2022-01-24
260211,10.1,2022-01-25
260211,14.4,2022-01-26
260211,11.9,2022-01-27
260211,13.2,2022-01-29
260211,36.8,2022-01-30
260211,31.2,2022-01-31
260211,9.7,2022-02-01
260211,16.5,2022-02-02
260211,5.3,2022-02-03
260211,26.6,2022-02-21
260211,14.7,2022-02-22
260281,6.6,2022-01-13
260477,1.6,2022-01-14
260477,23.4,2022-01-15
260477,99.5,2022-01-16
260477,25.6,2022-01-17
260477,10.6,2022-01-18
260477,15.5,2022-01-19
260477,69.2,2022-01-20
260477,27.4,2022-01-21
260477,20.9,2022-01-22
260477,73.9,2022-01-23
260477,0.5,2022-01-24
260477,20.5,2022-01-25
260477,18.1,2022-01-26
260477,5.0,2022-01-27
260477,15.3,2022-01-28
260477,21.0,2022-01-29
260477,11.9,2022-01-30
260477,31.6,2022-01-31
260477,14.4,2022-02-01
260477,3.4,2022-02-02
260477,14.0,2022-02-03
260477,24.3,2022-02-04
260477,16.1,2022-02-05
260477,40.9,2022-02-06
260477,159.5,2022-02-07
260477,20.2,2022-02-09
260477,16.2,2022-02-10
260593,116.9,2022-01-17
260593,55.9,2022-01-18
260593,52.5,2022-01-19
260593,46.8,2022-01-20
260593,51.6,2022-01-21
260593,77.6,2022-01-22
260593,13.3,2022-01-23
260593,52.1,2022-01-24
260593,26.4,2022-01-25
260593,104.0,2022-01-26
260593,21.7,2022-01-27
260593,22.2,2022-01-28
260593,18.1,2022-01-29
260593,42.1,2022-01-30
260593,61.8,2022-01-31
260593,19.1,2022-02-01
260593,28.3,2022-02-02
260593,32.3,2022-02-03
260593,34.3,2022-02-04
260593,12.3,2022-02-05
260593,45.6,2022-02-06
260593,40.3,2022-02-07
260593,42.5,2022-02-08
260593,55.8,2022-02-09
260593,38.6,2022-02-10
260593,23.7,2022-02-11
260593,56.0,2022-02-12
260593,75.6,2022-02-13
260593,55.1,2022-02-14
260593,34.3,2022-02-15
260593,41.8,2022-02-16
260593,14.5,2022-02-17
260593,16.7,2022-02-18
260593,10.6,2022-02-19
260593,11.9,2022-02-20
260593,28.3,2022-02-21
260593,19.4,2022-02-22
260593,11.8,2022-02-23
260593,9.5,2022-02-24
260593,17.8,2022-02-25
260593,8.2,2022-02-26
260593,20.3,2022-02-27
260593,13.7,2022-02-28
260593,16.4,2022-03-01
260593,42.5,2022-03-02
260593,12.5,2022-03-03
260593,12.6,2022-03-05
260593,40.9,2022-03-06
260593,35.1,2022-03-07
260593,15.9,2022-03-08
260593,7.9,2022-03-09
260593,9.8,2022-03-10
260593,5.3,2022-03-11
260593,9.3,2022-03-12
260593,11.8,2022-03-13
260593,21.0,2022-03-14
260593,5.5,2022-03-15
260593,14.0,2022-03-16
260593,10.3,2022-03-17
260593,19.4,2022-03-18
260593,7.3,2022-03-19
260593,7.1,2022-03-20
260593,15.2,2022-03-21
260593,16.1,2022-03-22
260593,11.4,2022-03-23
260593,13.0,2022-03-24
260593,5.4,2022-03-25
260593,11.8,2022-03-26
260593,41.9,2022-03-27
260593,10.4,2022-03-28
260593,51.3,2022-03-29
260593,15.1,2022-03-30
260593,5.6,2022-03-31
260593,18.5,2022-04-01
260593,13.1,2022-04-02
260593,32.0,2022-04-03
260593,14.0,2022-04-04
260593,5.2,2022-04-05
260593,0.3,2022-04-06
260593,9.2,2022-04-07
260593,3.9,2022-04-09
260593,5.8,2022-04-12
260593,2.6,2022-04-13
260593,1.4,2022-04-15
260593,20.2,2022-04-16
260593,15.1,2022-04-17
260593,11.9,2022-04-18
260593,9.6,2022-04-19
260602,0.1,2022-01-16
260602,43.9,2022-01-20
260657,12.1,2022-01-16
260680,0.2,2022-01-16
260697,3.1,2022-01-16
260707,32.4,2022-01-17
260707,34.9,2022-01-18
260707,30.9,2022-01-19
260707,32.3,2022-01-28
260707,5.5,2022-05-10
260707,3.2,2022-05-28
260707,20.2,2022-05-29
260707,5.1,2022-05-31
260707,2.1,2022-06-09
260713,0.6,2022-01-17
260869,11.2,2022-01-18
260869,45.3,2022-01-19
260876,0.4,2022-01-18
260921,49.9,2022-01-19
260939,0.6,2022-01-19
260939,1.7,2022-02-01
260939,12.6,2022-02-25
260939,0.1,2022-03-07
260939,0.7,2022-07-16
261073,0.3,2022-08-17
261073,19.1,2022-08-21
261073,1.4,2022-08-22
261073,13.8,2022-08-26
261073,58.7,2022-08-29
261073,49.7,2022-08-30
261073,35.2,2022-08-31
261073,72.3,2022-09-06
261073,8.5,2022-09-07
261073,18.5,2022-09-14
261073,6.2,2022-09-16
261073,0.4,2022-09-17
261073,0.7,2022-09-21
261073,23.5,2022-01-20
261073,95.8,2022-01-22
261073,49.8,2022-01-23
261073,88.1,2022-01-27
261073,86.6,2022-01-28
261073,34.9,2022-01-29
261073,6.7,2022-01-30
261073,33.3,2022-01-31
261073,0.6,2022-02-02
261073,45.2,2022-02-03
261073,39.8,2022-02-04
261073,23.7,2022-02-05
261073,4.0,2022-02-06
261073,38.2,2022-02-10
261073,3.1,2022-02-11
261073,17.2,2022-02-12
261073,91.7,2022-02-13
261073,10.3,2022-02-14
261073,37.7,2022-02-15
261073,57.6,2022-02-17
261073,42.9,2022-02-18
261073,83.8,2022-02-21
261073,4.2,2022-02-22
261073,62.4,2022-02-25
261073,32.7,2022-02-26
261073,16.4,2022-03-01
261073,14.3,2022-03-03
261073,11.8,2022-03-05
261073,2.0,2022-03-06
261073,22.9,2022-03-07
261073,30.2,2022-03-10
261073,43.0,2022-03-12
261073,4.5,2022-03-15
261073,40.3,2022-03-17
261073,61.2,2022-03-24
261073,32.8,2022-03-25
261073,28.0,2022-03-31
261073,30.0,2022-04-01
261073,12.4,2022-04-02
261073,18.3,2022-04-07
261073,46.5,2022-04-08
261073,38.6,2022-04-14
261073,25.3,2022-04-15
261073,47.3,2022-04-16
261073,62.7,2022-04-17
261073,91.3,2022-04-18
261073,53.5,2022-04-19
261291,52.6,2022-01-23
261291,60.0,2022-01-25
261291,31.7,2022-01-26
261291,42.0,2022-02-08
261291,18.0,2022-02-09
261295,39.6,2022-01-23
261295,42.0,2022-02-18
261461,26.2,2022-01-24
261461,2.2,2022-01-26
261617,1.9,2022-01-26
261658,23.5,2022-01-27
261658,36.4,2022-01-28
261658,40.7,2022-02-01
261658,23.0,2022-02-02
261658,76.8,2022-02-04
261658,41.3,2022-02-09
261658,26.5,2022-02-15
261658,31.1,2022-02-16
261658,46.4,2022-02-18
261658,4.3,2022-02-19
261658,9.4,2022-03-11
261658,42.9,2022-03-12
261658,27.7,2022-03-19
261658,20.5,2022-03-22
261658,14.0,2022-03-29
261658,14.5,2022-03-30
261658,8.1,2022-04-09
261658,49.1,2022-04-10
261658,17.6,2022-06-02
261658,12.5,2022-06-03
261658,64.0,2022-06-05
261658,27.2,2022-06-06
261658,13.7,2022-06-07
261658,3.2,2022-06-08
261658,4.1,2022-06-10
261668,34.9,2022-09-20
261668,22.4,2022-09-27
261668,80.8,2022-09-28
261668,3.3,2022-01-26
261668,40.1,2022-02-06
261668,1.6,2022-02-08
261668,99.0,2022-02-09
261668,24.8,2022-02-13
261668,57.3,2022-02-17
261668,82.7,2022-02-18
261668,52.9,2022-02-19
261668,370.5,2022-02-20
261668,49.8,2022-02-21
261668,0.1,2022-02-27
261668,22.9,2022-02-28
261668,45.4,2022-03-08
261668,3.5,2022-03-09
261668,116.2,2022-03-13
261668,69.4,2022-03-14
261668,32.5,2022-03-15
261668,4.3,2022-03-23
261668,74.4,2022-03-24
261668,115.2,2022-03-26
261668,12.7,2022-06-17
261668,11.5,2022-06-19
261668,51.2,2022-06-20
261668,3.6,2022-06-22
261668,80.6,2022-06-23
261668,14.3,2022-06-24
261668,4.9,2022-06-26
261668,25.3,2022-07-09
261668,120.2,2022-07-10
261668,16.0,2022-07-11
261668,73.5,2022-07-12
261668,19.3,2022-07-13
261668,12.6,2022-07-14
261668,50.2,2022-07-15
261668,188.5,2022-07-16
261668,41.6,2022-07-17
261668,0.2,2022-07-18
261672,2.5,2022-01-26
261750,9.9,2022-01-28
261750,104.5,2022-01-31
261750,52.4,2022-02-01
261750,9.1,2022-02-02
261750,23.2,2022-02-03
261750,50.4,2022-02-04
261750,38.6,2022-02-08
261750,29.0,2022-02-09
261750,39.1,2022-02-10
261750,3.4,2022-02-11
261750,23.3,2022-03-21
261750,21.1,2022-03-22
261750,34.6,2022-03-23
261755,23.8,2022-01-27
261755,50.9,2022-02-09
261783,0.8,2022-09-24
261783,0.2,2022-10-06
261783,39.2,2022-10-11
261783,17.6,2022-10-12
261783,67.4,2022-10-19
261783,1.5,2022-03-01
261783,45.9,2022-04-27
261995,188.9,2022-01-31
261995,336.4,2022-02-01
261995,245.1,2022-02-02
261995,189.0,2022-02-03
261995,148.9,2022-02-04
261995,151.0,2022-02-05
261995,113.5,2022-02-06
261995,0.1,2022-02-09
261995,136.1,2022-02-10
261995,1.6,2022-02-11
261995,19.8,2022-02-23
262080,1.0,2022-09-20
262153,0.1,2022-01-31
262171,5.3,2022-01-31
262213,0.1,2022-02-01
262213,0.5,2022-02-02
262213,0.1,2022-02-03
262213,3.6,2022-02-07
262369,6.2,2022-08-15
262369,2.8,2022-05-22
262459,10.4,2022-08-09
262459,12.5,2022-08-14
262459,13.6,2022-08-15
262459,1.8,2022-09-18
262459,101.9,2022-10-04
262459,40.3,2022-10-09
262459,52.5,2022-10-10
262459,1.2,2022-10-11
262459,15.3,2022-10-12
262459,8.6,2022-10-13
262459,6.1,2022-10-15
262459,27.3,2022-10-16
262459,64.8,2022-02-03
262459,39.3,2022-10-17
262459,94.9,2022-02-04
262459,58.7,2022-10-18
262459,30.3,2022-02-05
262459,13.5,2022-10-19
262459,69.2,2022-02-14
262459,49.8,2022-02-15
262459,255.3,2022-02-16
262459,58.3,2022-02-17
262459,38.7,2022-02-18
262459,34.6,2022-02-19
262459,14.5,2022-02-20
262459,60.2,2022-02-22
262459,21.4,2022-02-23
262459,17.3,2022-03-20
262459,166.9,2022-03-21
262459,112.1,2022-03-22
262459,11.9,2022-03-23
262459,44.3,2022-03-26
262459,75.2,2022-03-27
262459,45.8,2022-03-28
262459,77.4,2022-03-30
262459,59.2,2022-04-02
262459,48.3,2022-04-03
262459,38.4,2022-04-04
262459,35.8,2022-04-06
262459,26.5,2022-04-07
262459,4.3,2022-04-08
262459,12.5,2022-04-09
262459,120.8,2022-04-12
262459,66.2,2022-04-13
262459,13.6,2022-04-14
262459,23.6,2022-04-15
262459,16.6,2022-04-17
262459,11.5,2022-04-18
262459,21.3,2022-04-19
262459,21.6,2022-04-20
262459,91.7,2022-04-21
262459,29.9,2022-04-22
262459,63.3,2022-04-25
262459,50.1,2022-04-26
262459,19.6,2022-04-27
262459,25.4,2022-04-28
262459,32.4,2022-04-29
262459,114.6,2022-04-30
262459,9.8,2022-05-02
262459,6.8,2022-05-03
262459,1.1,2022-05-05
262459,13.7,2022-05-06
262459,42.8,2022-05-07
262459,56.5,2022-05-08
262459,59.1,2022-07-11
262459,55.1,2022-07-12
262459,19.9,2022-07-13
262459,18.8,2022-07-15
262459,3.4,2022-07-17
262459,17.5,2022-07-18
262459,11.9,2022-07-19
262578,59.2,2022-02-04
262578,0.7,2022-02-07
262578,167.6,2022-03-31
262578,62.6,2022-04-01
262643,0.1,2022-07-30
262643,12.1,2022-08-01
262643,51.7,2022-08-02
262643,47.6,2022-08-03
262643,65.7,2022-08-04
262643,34.4,2022-08-05
262643,17.0,2022-08-06
262643,5.5,2022-08-07
262643,51.2,2022-08-18
262643,95.8,2022-08-19
262643,67.6,2022-08-20
262643,58.9,2022-08-21
262643,61.8,2022-08-22
262643,76.4,2022-08-23
262643,47.9,2022-08-24
262643,100.5,2022-08-25
262643,123.8,2022-08-26
262643,65.2,2022-08-27
262643,79.6,2022-08-28
262643,70.2,2022-08-29
262643,73.5,2022-08-30
262643,84.2,2022-08-31
262643,63.7,2022-09-01
262643,57.8,2022-09-02
262643,74.2,2022-09-03
262643,58.3,2022-09-04
262643,94.4,2022-09-05
262643,53.0,2022-09-06
262643,75.9,2022-09-07
262643,68.1,2022-09-08
262643,90.7,2022-09-09
262643,115.2,2022-09-10
262643,38.1,2022-09-11
262643,29.9,2022-09-12
262643,25.8,2022-09-13
262643,28.6,2022-09-14
262643,17.8,2022-09-15
262643,37.0,2022-09-16
262643,46.3,2022-09-17
262643,14.1,2022-09-18
262643,43.4,2022-09-27
262643,10.2,2022-09-29
262643,7.1,2022-09-30
262643,51.2,2022-02-04
262643,21.4,2022-02-05
262643,137.6,2022-02-06
262643,68.8,2022-02-07
262643,128.6,2022-02-08
262643,29.9,2022-02-09
262643,206.9,2022-02-10
262643,106.9,2022-02-11
262643,16.2,2022-02-13
262643,161.8,2022-02-14
262643,143.6,2022-02-15
262643,49.5,2022-02-16
262643,42.4,2022-02-17
262643,74.7,2022-02-21
262643,19.8,2022-02-22
262643,72.2,2022-02-23
262643,98.0,2022-02-24
262643,117.8,2022-02-25
262643,104.9,2022-02-26
262643,84.8,2022-02-27
262643,41.9,2022-02-28
262643,30.6,2022-03-01
262643,38.7,2022-03-03
262643,39.6,2022-03-04
262643,32.9,2022-03-05
262643,55.6,2022-03-08
262643,11.1,2022-03-09
262643,51.8,2022-03-10
262643,128.1,2022-03-11
262643,36.3,2022-03-12
262643,43.6,2022-03-31
262643,62.8,2022-04-01
262643,32.2,2022-04-04
262643,2.2,2022-05-21
262643,0.4,2022-05-22
262643,25.7,2022-05-23
262643,0.9,2022-06-12
262643,12.8,2022-06-25
262643,53.7,2022-06-26
262643,24.6,2022-06-27
262643,64.5,2022-06-28
262643,68.8,2022-06-29
262643,61.2,2022-06-30
262643,63.3,2022-07-01
262643,40.6,2022-07-02
262643,34.3,2022-07-03
262643,2.2,2022-07-26
262651,4.0,2022-02-04
262755,1.2,2022-02-13
